Best Move,MS To Calculate Best Move,Best Tile in Board,Average Score of Simulations,Average Move Count of Simulations,Current Game Score
up,42,1024,1247.68,48.96,1164
left,23,1024,1247.16,47.42,1166
down,29,1024,1263.76,57.02,1168
left,21,1024,1256.44,50.04,1170
down,23,1024,1241.76,43.1,1172
down,23,1024,1252.44,48.04,1174
up,28,1024,1242,40.52,1176
left,22,1024,1248.4,42.84,1178
up,26,1024,1256.08,45.8,1180
left,23,1024,1247.52,38.72,1182
down,22,1024,1250.2,40.64,1184
up,33,1024,1261.04,44.46,1186
right,21,1024,1247.96,34.78,1188
down,30,1024,1265,43.78,1190
up,56,1024,1274.48,49.1,1192
down,43,1024,1276.2,47.32,1194
left,32,1024,1278.08,46.98,1196
left,49,1024,1285.96,51.92,1198
up,39,1024,1289,52.02,1200
left,38,1024,1290.28,52.02,1204
up,34,1024,1298.8,55.52,1206
down,28,1024,1296.08,50.5,1208
up,30,1024,1301.24,53.72,1210
up,30,1024,1305.52,54.58,1212
right,31,1024,1303.72,51.68,1214
left,32,1024,1302.04,50.04,1216
up,47,1024,1301.36,46.98,1220
left,35,1024,1299.04,45.34,1222
left,29,1024,1301.16,46.66,1224
right,16,1024,1298.36,41.62,1226
left,17,1024,1296.56,41.52,1228
down,18,1024,1302.4,43.48,1232
left,22,1024,1303.88,41.72,1234
right,23,1024,1307.72,42.12,1236
down,26,1024,1310.24,41.86,1238
right,27,1024,1318.48,45.9,1240
up,16,1024,1307.4,37.52,1242
left,28,1024,1316.08,42.22,1244
up,27,1024,1311.92,38.84,1248
left,23,1024,1316.08,38.96,1250
down,27,1024,1312.72,35.96,1252
right,25,1024,1314.4,35.9,1254
up,26,1024,1316.56,36.04,1256
left,44,1024,1320.4,37.82,1258
up,25,1024,1318.96,35.62,1260
right,36,1024,1315.88,32.04,1264
up,28,1024,1324.48,33.02,1266
right,24,1024,1335.28,39.66,1268
down,27,1024,1349.8,47.44,1270
left,24,1024,1331.64,35.38,1272
right,31,1024,1336.4,37.28,1274
down,29,1024,1338.32,36.12,1276
right,33,1024,1336.32,35.36,1278
up,22,1024,1341.6,38.08,1280
right,20,1024,1341.48,35.46,1282
up,33,1024,1355.24,41.92,1284
right,23,1024,1360.56,43.6,1286
left,25,1024,1367.92,46.62,1288
up,30,1024,1375.84,51.48,1290
right,26,1024,1385.44,53,1292
left,26,1024,1391.4,56.22,1294
up,31,1024,1397.84,57.54,1296
right,33,1024,1412.88,64.42,1298
down,34,1024,1423.96,68.38,1300
right,36,1024,1424.48,67.54,1302
down,35,1024,1429.56,72.12,1304
up,35,1024,1413.08,60.2,1306
down,33,1024,1421.72,65.54,1308
down,33,1024,1421.52,63.66,1310
left,34,1024,1423.36,63.52,1312
left,33,1024,1428.8,65.62,1314
up,16,1024,1424.76,63.08,1316
right,23,1024,1417.2,57.3,1318
up,28,1024,1424,60.1,1320
right,28,1024,1419.68,56.44,1322
left,24,1024,1414,51.66,1326
down,24,1024,1419.56,52.74,1328
down,31,1024,1421.76,52.58,1330
left,31,1024,1426.16,55.16,1332
left,31,1024,1432.68,57.64,1334
up,31,1024,1428.92,53.2,1338
left,187,1024,1418.76,44.12,1340
left,29,1024,1421.56,46.94,1342
right,31,1024,1431.52,51.3,1344
left,50,1024,1421.96,43,1346
right,29,1024,1439.24,52.72,1348
up,29,1024,1431.64,48.7,1350
left,30,1024,1433,47.98,1352
down,28,1024,1427.32,44.26,1354
left,23,1024,1437.4,48.06,1358
down,29,1024,1444.24,49.04,1360
left,33,1024,1447.56,50.34,1362
down,24,1024,1450.88,50.68,1364
right,29,1024,1449.92,47.98,1368
down,23,1024,1456.08,49.56,1370
up,32,1024,1454.2,47.28,1374
left,29,1024,1454.28,47.08,1376
up,26,1024,1462,48.5,1378
left,25,1024,1459.32,46.62,1380
down,18,1024,1455.92,43.04,1382
up,28,1024,1460,44.64,1384
right,35,1024,1462.16,46.4,1388
down,31,1024,1465.92,44.92,1392
left,29,1024,1465.88,43.1,1394
left,26,1024,1465.84,41.12,1396
right,22,1024,1463.28,38.54,1398
left,27,1024,1469,40.8,1400
right,24,1024,1467.64,38.96,1404
up,22,1024,1473,40.36,1406
up,27,1024,1473.56,38.02,1408
left,27,1024,1472.32,36.9,1410
left,26,1024,1468.48,33.22,1414
right,16,1024,1470.76,31.98,1416
down,26,1024,1468.88,29.66,1420
left,27,1024,1476.8,33.8,1422
down,23,1024,1472.88,31.64,1424
left,27,1024,1478.64,32.02,1428
right,40,1024,1469.32,25.04,1430
left,29,1024,1466.68,21.28,1432
up,19,1024,1482.56,29.04,1434
right,18,1024,1475.76,24.8,1436
down,21,1024,1494.04,35.08,1438
up,16,1024,1483.56,26.58,1440
right,16,1024,1484.64,25.5,1442
down,18,1024,1486.64,26.44,1444
left,26,1024,1492.16,28.84,1446
up,25,1024,1493.6,27.46,1448
right,25,1024,1511.72,36.76,1450
down,32,1024,1524.96,42.6,1452
left,26,1024,1523.84,40.94,1454
up,22,1024,1524.76,40.1,1456
down,26,1024,1526.2,40.1,1458
right,28,1024,1527.76,40.36,1460
up,21,1024,1522.92,35.72,1462
right,28,1024,1527,38.26,1464
down,33,1024,1530.52,38.22,1466
down,31,1024,1526.84,35.6,1470
right,25,1024,1529.96,36.34,1472
left,21,1024,1529.76,33.5,1474
down,26,1024,1536.04,35.54,1476
up,18,1024,1532.32,35.42,1478
up,20,1024,1532.52,33.62,1480
down,14,1024,1524.48,25.74,1482
up,20,1024,1529.72,27.56,1484
down,22,1024,1531.32,27.08,1486
left,16,1024,1535.76,28.72,1488
left,25,1024,1531.88,25.34,1492
up,28,1024,1535.56,24.94,1494
up,28,1024,1543.2,28.66,1496
right,28,1024,1550.68,31.1,1498
up,25,1024,1556.4,34.72,1500
left,20,1024,1558.48,33.28,1502
right,28,1024,1563,35.68,1504
down,26,1024,1561.6,34.22,1506
left,18,1024,1560.96,32.42,1508
down,30,1024,1558.64,29.68,1510
up,20,1024,1558.44,29.22,1512
left,21,1024,1556.12,26.86,1514
down,17,1024,1558.56,25.66,1518
right,16,1024,1565.4,28.08,1520
left,25,1024,1568.36,28.02,1522
down,25,1024,1569.04,27.4,1524
right,18,1024,1568.08,25.84,1526
up,21,1024,1572.88,27.48,1528
right,23,1024,1574.16,27.34,1530
left,20,1024,1578.12,30.26,1532
down,14,1024,1581.56,28.86,1534
down,298,1024,1577.32,26.14,1536
left,22,1024,1580.16,25.28,1538
left,17,1024,1577.32,22.78,1540
left,20,1024,1580.68,24.56,1542
down,17,1024,1577.48,21.72,1544
up,18,1024,1586.12,24.84,1546
left,14,1024,1592.32,27.5,1548
down,18,1024,1597.4,28.34,1550
up,21,1024,1595.36,25.52,1552
right,19,1024,1612.8,35.82,1554
up,17,1024,1614.52,34.02,1556
right,22,1024,1621.8,37.44,1558
left,26,1024,1628.04,40.62,1560
down,42,1024,1628.48,40,1564
right,42,1024,1627.8,36.14,1566
down,28,1024,1639.32,42.64,1568
right,44,1024,1636.24,40.22,1570
up,33,1024,1664.56,52.62,1574
down,43,1024,1650.44,43.96,1576
left,28,1024,1657.52,46.72,1578
down,30,1024,1656.08,43.5,1580
left,61,1024,1654.72,42.5,1582
right,27,1024,1667.24,49.64,1584
up,33,1024,1670.52,48.88,1586
left,27,1024,1675.72,51.06,1588
up,27,1024,1676.96,50.14,1590
right,28,1024,1674.84,49.3,1592
down,33,1024,1682.56,52.76,1594
left,28,1024,1678.32,48.46,1596
right,30,1024,1683.68,50.82,1598
down,27,1024,1679.88,47.42,1600
left,18,1024,1680.36,45.36,1602
down,31,1024,1680.36,44.64,1604
left,19,1024,1678.72,42.5,1606
left,23,1024,1691.28,49.34,1608
up,31,1024,1694.28,50.3,1610
down,29,1024,1695.08,48.82,1614
down,33,1024,1695.76,46,1616
left,29,1024,1704.12,50.16,1618
left,30,1024,1696.2,43.98,1620
right,21,1024,1698.52,43.14,1624
up,26,1024,1705.88,47.6,1626
left,31,1024,1711.68,48.74,1628
down,34,1024,1708.92,47.3,1630
up,25,1024,1705,42.06,1632
left,26,1024,1710.64,44.62,1636
down,21,1024,1708.76,40.22,1638
left,26,1024,1705.48,38.68,1640
down,31,1024,1709.92,39.62,1644
left,28,1024,1705.48,35.26,1646
down,23,1024,1715.04,41.92,1648
up,29,1024,1712.52,36.88,1650
left,45,1024,1712.84,36.86,1652
right,31,1024,1712.72,34.98,1654
left,49,1024,1718,35.64,1656
left,23,1024,1718.6,36.16,1658
left,26,1024,1718.16,35.04,1660
right,27,1024,1722,36.78,1662
up,18,1024,1717.8,31.2,1664
right,22,1024,1719.36,31.76,1666
left,20,1024,1718.88,29.72,1668
up,23,1024,1719.92,31.24,1670
down,37,1024,1725.56,33.1,1674
right,24,1024,1726.44,30.78,1676
up,21,1024,1719.24,25.38,1678
left,17,1024,1722.2,24.88,1680
up,56,1024,1739.92,35.88,1682
up,70,1024,1742.64,33.96,1684
left,74,1024,1749.76,38.86,1686
left,73,1024,1753.96,40.28,1688
up,27,1024,1747.96,33.78,1690
right,25,1024,1755.08,38.24,1692
up,24,1024,1752.52,34.82,1694
left,20,1024,1756.88,37.02,1696
left,24,1024,1758.04,36.38,1698
right,22,1024,1758,34.38,1700
up,22,1024,1761.48,34.9,1702
down,27,1024,1762.6,34.7,1704
left,26,1024,1771.36,37.74,1708
left,27,1024,1768.68,33.92,1712
right,22,1024,1768.36,33.16,1714
left,20,1024,1779.8,37.86,1718
left,23,1024,1776.16,32.62,1722
down,20,1024,1776.96,32.2,1724
up,23,1024,1783.96,34.92,1728
right,24,1024,1778,29.74,1730
left,30,1024,1778.44,29.34,1732
down,159,1024,1778.64,27,1734
right,16,1024,1777.64,24.66,1736
up,26,1024,1783.24,28.16,1738
left,21,1024,1788.76,30.5,1740
left,25,1024,1789.96,28.86,1742
up,22,1024,1791.52,28.72,1744
right,16,1024,1796.52,30.64,1746
right,20,1024,1801.32,30.62,1748
down,30,1024,1809.52,35.26,1750
down,26,1024,1809.36,32.82,1752
up,44,1024,1813.92,36.78,1754
right,35,1024,1810.84,32.88,1756
left,21,1024,1822.32,38.3,1758
down,20,1024,1815.28,32.36,1760
left,22,1024,1809.72,27.18,1762
left,22,1024,1813.88,29.14,1764
left,23,1024,1819.12,33.32,1766
